id,focus,signal,slack,drag,confidence,score,lane
l001,atlas pressure,35,33,6,25,145,watch
l002,shader drift,35,34,6,55,176,ship
l003,render budget,35,35,6,85,207,ship
l004,geometry span,35,36,18,25,112,hold
l005,atlas pressure,35,37,18,55,143,watch
l006,shader drift,35,38,18,85,174,ship
l007,render budget,35,39,34,25,67,hold
l008,geometry span,35,40,34,55,98,hold
l009,atlas pressure,35,41,34,85,129,watch
l010,shader drift,60,42,6,25,229,ship
l011,render budget,60,43,6,55,260,ship
l012,geometry span,60,44,6,85,291,ship
l013,atlas pressure,60,45,18,25,196,ship
l014,shader drift,60,46,18,55,227,ship
l015,render budget,60,47,18,85,258,ship
l016,geometry span,60,48,34,25,151,watch
l017,atlas pressure,60,32,34,55,165,ship
l018,shader drift,60,33,34,85,196,ship
l019,render budget,85,34,6,25,296,ship
l020,geometry span,85,35,6,55,327,ship
l021,atlas pressure,85,36,6,85,358,ship
l022,shader drift,85,37,18,25,263,ship
l023,render budget,85,38,18,55,294,ship
l024,geometry span,85,39,18,85,325,ship
l025,atlas pressure,85,40,34,25,218,ship
l026,shader drift,85,41,34,55,249,ship
l027,render budget,85,42,34,85,280,ship
